date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
26-12-2020,27,16,0,11.6,6,78,3:09 PM,3:15 AM,6:39 AM,6:01 PM,11,22,22,21,16,3,60,0,1014,27,10,79,12,bengaluru
27-12-2020,27,17,0,11.6,6,85,3:51 PM,4:04 AM,6:40 AM,6:02 PM,12,22,22,21,16,2,60,0,1013,27,10,76,12,bengaluru
28-12-2020,26,18,0,11.6,6,92,4:36 PM,4:55 AM,6:40 AM,6:02 PM,12,22,22,22,15,10,58,0,1013,26,10,64,11,bengaluru
29-12-2020,26,17,0,11.6,6,100,5:26 PM,5:48 AM,6:40 AM,6:03 PM,12,21,21,21,18,20,58,0,1013,26,10,94,13,bengaluru
30-12-2020,26,18,0,10.2,5,100,6:19 PM,6:41 AM,6:41 AM,6:04 PM,15,23,23,22,21,39,68,0.1,1012,26,10,96,17,bengaluru
31-12-2020,24,18,0,8.7,5,89,7:15 PM,7:36 AM,6:41 AM,6:04 PM,16,21,21,21,23,54,76,0.1,1013,24,10,93,19,bengaluru
01-01-2021,25,16,0,11.6,6,79,8:11 PM,8:28 AM,6:42 AM,6:05 PM,14,20,20,20,20,17,69,0,1014,25,10,91,16,bengaluru
02-01-2021,25,15,0,10.2,5,71,9:08 PM,9:18 AM,6:42 AM,6:05 PM,14,20,21,20,19,37,72,0.2,1013,25,10,94,15,bengaluru
03-01-2021,26,19,0,11.6,6,64,10:03 PM,10:05 AM,6:42 AM,6:06 PM,16,23,23,22,20,47,73,0.3,1012,26,10,103,17,bengaluru
04-01-2021,26,19,0,11.6,6,57,10:57 PM,10:49 AM,6:43 AM,6:06 PM,15,22,22,22,21,32,69,0,1012,26,10,99,17,bengaluru
05-01-2021,25,18,0,11.6,5,50,11:51 PM,11:32 AM,6:43 AM,6:07 PM,17,22,22,22,22,46,78,1.7,1012,25,10,104,17,bengaluru
06-01-2021,24,20,0,8.7,5,42,No moonrise,12:14 PM,6:43 AM,6:07 PM,19,23,23,22,21,64,83,5.9,1011,24,10,96,15,bengaluru
07-01-2021,26,20,0,5.8,5,35,12:45 AM,12:58 PM,6:44 AM,6:08 PM,19,24,24,22,23,66,81,7.5,1010,26,9,122,17,bengaluru
08-01-2021,26,20,0,8.7,5,28,1:42 AM,1:44 PM,6:44 AM,6:09 PM,18,24,24,23,17,55,77,3.6,1010,26,10,117,13,bengaluru
09-01-2021,26,20,0,11.6,6,20,2:39 AM,2:32 PM,6:44 AM,6:09 PM,17,24,24,23,20,36,74,0,1011,26,10,102,16,bengaluru
10-01-2021,26,19,0,11.6,5,13,3:41 AM,3:26 PM,6:45 AM,6:10 PM,18,23,23,22,19,42,78,0,1011,26,10,97,15,bengaluru
11-01-2021,27,20,0,11.6,6,6,4:43 AM,4:23 PM,6:45 AM,6:10 PM,16,24,24,23,18,27,68,0,1012,27,10,88,14,bengaluru
12-01-2021,27,19,0,11.6,6,0,5:46 AM,5:24 PM,6:45 AM,6:11 PM,14,23,23,22,18,10,64,0,1012,27,10,74,14,bengaluru
13-01-2021,26,18,0,11.6,6,0,6:46 AM,6:25 PM,6:45 AM,6:11 PM,13,22,22,22,21,15,59,0,1012,26,10,80,16,bengaluru
14-01-2021,26,18,0,10.2,5,1,7:42 AM,7:25 PM,6:45 AM,6:12 PM,16,22,22,21,21,31,73,0.3,1012,26,10,98,17,bengaluru
15-01-2021,27,19,0,11.6,6,8,8:33 AM,8:21 PM,6:46 AM,6:12 PM,16,23,23,23,19,25,67,0,1011,27,10,110,15,bengaluru
16-01-2021,27,19,0,11.6,6,16,9:19 AM,9:14 PM,6:46 AM,6:13 PM,13,23,23,23,18,14,57,0,1011,27,10,106,14,bengaluru
17-01-2021,28,19,0,11.6,6,23,10:00 AM,10:03 PM,6:46 AM,6:13 PM,13,23,23,23,17,7,58,0,1011,28,10,108,13,bengaluru
18-01-2021,27,18,0,11.6,6,30,10:38 AM,10:50 PM,6:46 AM,6:14 PM,13,22,22,22,20,7,59,0,1013,27,10,93,16,bengaluru
19-01-2021,27,17,0,11.6,6,38,11:15 AM,11:37 PM,6:46 AM,6:14 PM,13,22,22,22,17,14,63,0,1013,27,10,90,13,bengaluru
20-01-2021,30,20,0,11.6,7,45,11:50 AM,No moonset,6:46 AM,6:15 PM,13,25,25,24,11,4,56,0,1013,30,10,91,9,bengaluru
21-01-2021,33,21,0,11.6,7,52,12:26 PM,12:22 AM,6:46 AM,6:15 PM,13,26,26,26,12,5,52,0,1012,33,10,74,8,bengaluru
22-01-2021,30,20,0,11.6,7,59,1:04 PM,1:08 AM,6:46 AM,6:16 PM,15,25,25,25,17,15,60,0,1012,30,10,102,13,bengaluru
23-01-2021,29,19,0,11.6,7,67,1:45 PM,1:56 AM,6:46 AM,6:16 PM,13,25,25,24,18,13,59,0,1012,29,10,98,13,bengaluru
24-01-2021,29,18,0,11.6,6,74,2:28 PM,2:45 AM,6:46 AM,6:17 PM,12,24,24,24,17,8,56,0,1013,29,10,97,13,bengaluru
25-01-2021,28,18,0,11.6,6,81,3:17 PM,3:38 AM,6:46 AM,6:17 PM,9,23,23,23,19,0,48,0,1014,28,10,95,14,bengaluru
26-01-2021,28,19,0,11.6,6,88,4:08 PM,4:31 AM,6:46 AM,6:18 PM,7,23,23,23,19,0,42,0,1013,28,10,90,13,bengaluru
27-01-2021,28,17,0,11.6,6,96,5:04 PM,5:25 AM,6:46 AM,6:18 PM,9,22,22,22,22,1,49,0,1013,28,10,96,16,bengaluru
28-01-2021,28,16,0,11.6,6,100,6:01 PM,6:19 AM,6:46 AM,6:19 PM,11,21,21,21,22,4,58,0,1014,28,10,99,16,bengaluru
29-01-2021,28,16,0,11.6,6,90,6:59 PM,7:11 AM,6:46 AM,6:19 PM,11,21,21,21,20,5,59,0,1014,28,10,101,15,bengaluru
30-01-2021,30,18,0,11.6,7,82,7:56 PM,8:00 AM,6:46 AM,6:20 PM,9,24,24,23,20,3,45,0,1014,30,10,88,15,bengaluru
31-01-2021,29,18,0,11.6,6,79,8:52 PM,8:46 AM,6:46 AM,6:20 PM,9,23,23,23,23,3,45,0,1014,29,10,98,16,bengaluru
01-02-2021,28,18,0,11.6,6,63,9:47 PM,9:31 AM,6:46 AM,6:21 PM,10,23,23,23,25,6,49,0,1016,28,10,92,19,bengaluru
02-02-2021,27,18,0,11.6,6,55,10:42 PM,10:14 AM,6:46 AM,6:21 PM,11,22,22,22,24,4,52,0,1016,27,10,94,18,bengaluru
03-02-2021,27,18,0,11.6,6,48,11:38 PM,10:57 AM,6:45 AM,6:21 PM,11,22,22,22,22,12,55,0,1015,27,10,95,18,bengaluru
04-02-2021,28,17,0,11.6,6,40,No moonrise,11:42 AM,6:45 AM,6:22 PM,9,22,22,22,22,6,46,0,1015,28,10,100,16,bengaluru
05-02-2021,30,17,0,11.6,7,33,12:34 AM,12:29 PM,6:45 AM,6:22 PM,10,24,24,24,16,7,47,0,1014,30,10,112,12,bengaluru
06-02-2021,29,17,0,11.6,7,25,1:33 AM,1:20 PM,6:45 AM,6:22 PM,9,24,24,24,20,4,46,0,1013,29,10,92,15,bengaluru
07-02-2021,29,18,0,11.6,7,18,2:33 AM,2:14 PM,6:45 AM,6:23 PM,6,24,24,23,23,1,37,0,1013,29,10,82,17,bengaluru
08-02-2021,28,18,0,11.6,6,10,3:35 AM,3:12 PM,6:44 AM,6:23 PM,6,23,23,23,23,1,39,0,1015,28,10,86,17,bengaluru
09-02-2021,28,16,0,11.6,6,3,4:34 AM,4:11 PM,6:44 AM,6:23 PM,8,22,22,22,21,1,49,0,1014,28,10,88,15,bengaluru
10-02-2021,29,17,0,11.6,6,0,5:31 AM,5:11 PM,6:44 AM,6:24 PM,4,22,22,23,20,0,38,0,1013,29,10,88,14,bengaluru
11-02-2021,30,17,0,11.6,7,0,6:23 AM,6:08 PM,6:43 AM,6:24 PM,8,24,24,24,18,0,46,0,1012,30,10,98,13,bengaluru
12-02-2021,30,17,0,11.6,7,0,7:10 AM,7:02 PM,6:43 AM,6:24 PM,5,24,24,24,18,0,39,0,1013,30,10,96,13,bengaluru
13-02-2021,31,16,0,11.6,7,5,7:53 AM,7:53 PM,6:43 AM,6:25 PM,6,25,25,24,15,0,44,0,1014,31,10,102,11,bengaluru
14-02-2021,33,19,0,11.6,7,12,8:33 AM,8:42 PM,6:42 AM,6:25 PM,9,27,27,27,12,1,43,0,1013,33,10,94,8,bengaluru
15-02-2021,32,19,0,11.6,7,20,9:10 AM,9:29 PM,6:42 AM,6:25 PM,9,27,27,27,16,3,43,0,1012,32,10,104,11,bengaluru
16-02-2021,33,19,0,11.6,7,27,9:47 AM,10:15 PM,6:42 AM,6:26 PM,9,27,27,27,16,6,42,0,1012,33,10,112,11,bengaluru
17-02-2021,31,19,0,11.6,7,35,10:23 AM,11:01 PM,6:41 AM,6:26 PM,9,26,26,25,20,11,40,0,1011,31,10,106,14,bengaluru
18-02-2021,29,17,0,11.6,6,42,11:00 AM,11:48 PM,6:41 AM,6:26 PM,9,24,24,24,22,8,45,0,1012,29,10,113,16,bengaluru
19-02-2021,28,17,0,10.2,5,50,11:39 AM,No moonset,6:40 AM,6:26 PM,13,23,23,22,17,40,59,1.4,1014,28,10,99,13,bengaluru
20-02-2021,26,19,0,8.8,5,58,12:21 PM,12:36 AM,6:40 AM,6:27 PM,15,23,23,22,23,69,67,10.7,1013,26,9,93,16,bengaluru
21-02-2021,27,19,0,8.8,5,65,1:07 PM,1:27 AM,6:39 AM,6:27 PM,16,23,23,23,24,72,68,9.1,1013,27,9,104,17,bengaluru
22-02-2021,29,19,0,11.6,6,73,1:56 PM,2:19 AM,6:39 AM,6:27 PM,15,24,24,23,20,38,65,2.8,1013,29,10,116,16,bengaluru
23-02-2021,29,20,0,11.6,7,80,2:49 PM,3:13 AM,6:39 AM,6:27 PM,13,24,24,24,19,19,56,0.7,1012,29,10,103,14,bengaluru
24-02-2021,30,21,0,11.6,7,88,3:46 PM,4:06 AM,6:38 AM,6:27 PM,11,25,25,25,17,7,44,0,1012,30,10,98,13,bengaluru
25-02-2021,31,22,0,11.6,7,95,4:44 PM,4:59 AM,6:38 AM,6:28 PM,11,27,27,26,13,5,40,0,1012,31,10,81,10,bengaluru
26-02-2021,32,23,0,11.6,7,100,5:42 PM,5:50 AM,6:37 AM,6:28 PM,9,27,27,27,12,3,33,0,1010,32,10,116,9,bengaluru
27-02-2021,33,24,0,11.6,7,90,6:40 PM,6:38 AM,6:36 AM,6:28 PM,8,27,27,28,10,4,31,0,1009,33,10,153,7,bengaluru
28-02-2021,32,23,0,11.6,7,82,7:37 PM,7:24 AM,6:36 AM,6:28 PM,7,27,27,27,17,4,30,0,1010,32,10,118,13,bengaluru
01-03-2021,31,23,0,11.6,7,79,8:33 PM,8:09 AM,6:35 AM,6:28 PM,6,27,27,27,17,1,28,0,1012,31,10,123,13,bengaluru
02-03-2021,32,22,0,11.6,7,72,9:31 PM,8:53 AM,6:35 AM,6:28 PM,7,26,26,26,17,3,32,0,1013,32,10,115,13,bengaluru
03-03-2021,31,22,0,11.6,7,65,10:28 PM,9:39 AM,6:34 AM,6:29 PM,7,26,26,26,23,4,32,0,1012,31,10,106,17,bengaluru
04-03-2021,30,21,0,11.6,7,57,11:28 PM,10:26 AM,6:34 AM,6:29 PM,5,25,25,25,22,0,30,0,1012,30,10,103,16,bengaluru
05-03-2021,32,20,0,11.6,7,50,No moonrise,11:17 AM,6:33 AM,6:29 PM,4,26,26,26,18,0,32,0,1013,32,10,104,13,bengaluru
06-03-2021,34,22,0,11.6,7,43,12:28 AM,12:10 PM,6:33 AM,6:29 PM,6,28,28,28,16,0,32,0,1013,34,10,99,11,bengaluru
07-03-2021,33,23,0,11.6,7,35,1:29 AM,1:07 PM,6:32 AM,6:29 PM,7,28,28,28,18,0,31,0,1012,33,10,110,14,bengaluru
08-03-2021,32,22,0,11.6,7,28,2:28 AM,2:05 PM,6:31 AM,6:29 PM,7,27,27,27,24,1,31,0,1012,32,10,105,17,bengaluru
09-03-2021,32,20,0,11.6,7,21,3:25 AM,3:03 PM,6:31 AM,6:29 PM,7,25,25,26,25,0,36,0,1013,32,10,99,18,bengaluru
10-03-2021,32,21,0,11.6,7,14,4:17 AM,4:00 PM,6:30 AM,6:29 PM,9,25,25,26,22,0,42,0,1013,32,10,96,17,bengaluru
11-03-2021,31,21,0,11.6,7,6,5:06 AM,4:54 PM,6:29 AM,6:30 PM,10,26,26,26,20,5,45,0,1012,31,10,118,15,bengaluru
12-03-2021,32,21,0,11.6,7,0,5:49 AM,5:46 PM,6:29 AM,6:30 PM,7,26,26,26,20,3,36,0,1013,32,10,112,15,bengaluru
13-03-2021,31,20,0,11.6,7,0,6:29 AM,6:35 PM,6:28 AM,6:30 PM,6,24,24,25,20,2,34,0,1014,31,10,114,15,bengaluru
14-03-2021,32,21,0,11.6,7,1,7:08 AM,7:22 PM,6:28 AM,6:30 PM,8,25,25,26,23,0,37,0,1012,32,10,105,17,bengaluru
15-03-2021,32,20,0,11.6,7,8,7:44 AM,8:08 PM,6:27 AM,6:30 PM,6,25,25,26,22,0,33,0,1011,32,10,113,16,bengaluru
16-03-2021,33,21,0,11.6,7,15,8:20 AM,8:55 PM,6:26 AM,6:30 PM,6,26,26,26,22,1,32,0,1011,33,10,109,16,bengaluru
17-03-2021,32,22,0,11.6,7,23,8:57 AM,9:42 PM,6:26 AM,6:30 PM,8,27,27,27,22,3,32,0,1010,32,10,119,16,bengaluru
18-03-2021,33,21,0,11.6,7,30,9:35 AM,10:29 PM,6:25 AM,6:30 PM,7,26,26,26,23,3,32,0,1011,33,10,113,16,bengaluru
19-03-2021,33,21,0,11.6,7,37,10:16 AM,11:19 PM,6:24 AM,6:30 PM,7,26,26,27,22,4,30,0,1010,33,10,117,16,bengaluru
20-03-2021,34,21,0,11.6,7,44,10:59 AM,No moonset,6:24 AM,6:30 PM,6,28,28,27,21,8,30,0,1009,34,10,119,14,bengaluru
21-03-2021,34,22,0,11.6,7,52,11:47 AM,12:10 AM,6:23 AM,6:30 PM,9,27,27,27,22,4,36,0,1009,34,10,133,15,bengaluru
22-03-2021,34,23,0,11.6,7,59,12:37 PM,1:02 AM,6:22 AM,6:30 PM,7,27,27,28,25,2,29,0,1010,34,10,109,17,bengaluru
23-03-2021,34,21,0,11.6,7,66,1:32 PM,1:55 AM,6:22 AM,6:31 PM,9,28,28,27,21,5,37,0,1011,34,10,122,15,bengaluru
24-03-2021,34,24,0,11.6,8,73,2:27 PM,2:46 AM,6:21 AM,6:31 PM,10,29,29,29,18,2,37,0,1010,34,10,126,13,bengaluru
25-03-2021,34,23,0,11.6,7,81,3:25 PM,3:38 AM,6:20 AM,6:31 PM,11,28,28,28,21,4,39,0,1010,34,10,116,15,bengaluru
26-03-2021,35,23,0,11.6,8,88,4:22 PM,4:26 AM,6:20 AM,6:31 PM,11,28,28,29,23,5,38,0,1009,35,10,110,17,bengaluru
27-03-2021,36,23,0,11.6,8,95,5:20 PM,5:13 AM,6:19 AM,6:31 PM,9,30,30,30,24,4,33,0,1008,36,10,110,17,bengaluru
28-03-2021,36,24,0,11.6,8,100,6:17 PM,5:59 AM,6:18 AM,6:31 PM,9,31,31,30,18,0,35,0,1007,36,10,146,13,bengaluru
29-03-2021,35,24,0,11.6,8,100,7:16 PM,6:44 AM,6:18 AM,6:31 PM,10,28,28,29,19,3,37,0,1009,35,10,108,14,bengaluru
30-03-2021,36,24,0,11.6,8,83,8:15 PM,7:30 AM,6:17 AM,6:31 PM,12,30,30,30,16,4,39,0,1008,36,10,155,12,bengaluru
31-03-2021,36,25,0,11.6,8,79,9:16 PM,8:18 AM,6:16 AM,6:31 PM,9,30,30,30,15,3,30,0,1007,36,10,256,11,bengaluru
01-04-2021,35,22,0,11.6,8,63,10:18 PM,9:09 AM,6:16 AM,6:31 PM,9,29,29,29,21,1,39,0,1007,35,10,294,15,bengaluru
02-04-2021,35,22,0,11.6,8,56,11:22 PM,10:03 AM,6:15 AM,6:31 PM,9,29,29,29,23,0,36,0,1007,35,10,257,17,bengaluru
03-04-2021,38,23,0,11.6,8,48,No moonrise,11:00 AM,6:14 AM,6:31 PM,9,31,31,30,16,0,33,0,1007,38,10,244,12,bengaluru
04-04-2021,35,23,0,11.6,8,41,12:23 AM,12:00 PM,6:14 AM,6:31 PM,10,29,29,30,18,1,36,0,1009,35,10,297,14,bengaluru
05-04-2021,36,25,0,11.6,8,33,1:22 AM,12:59 PM,6:13 AM,6:31 PM,11,30,30,30,15,1,35,0,1009,36,10,187,12,bengaluru
06-04-2021,35,25,0,11.6,8,26,2:16 AM,1:56 PM,6:13 AM,6:31 PM,12,30,30,30,18,6,39,0,1010,35,10,119,14,bengaluru
07-04-2021,36,25,0,11.6,8,18,3:05 AM,2:50 PM,6:12 AM,6:31 PM,11,29,29,30,17,2,35,0,1010,36,10,123,13,bengaluru
08-04-2021,35,25,0,11.6,8,11,3:49 AM,3:42 PM,6:11 AM,6:32 PM,9,29,29,29,20,1,33,0,1009,35,10,139,15,bengaluru
09-04-2021,35,25,0,11.6,8,3,4:29 AM,4:31 PM,6:11 AM,6:32 PM,10,29,29,29,19,1,35,0,1008,35,10,152,14,bengaluru
10-04-2021,34,24,0,11.6,8,0,5:07 AM,5:19 PM,6:10 AM,6:32 PM,9,28,28,29,20,2,33,0,1010,34,10,125,15,bengaluru
11-04-2021,34,23,0,11.6,8,0,5:44 AM,6:05 PM,6:09 AM,6:32 PM,12,28,28,28,18,2,43,0,1011,34,10,125,14,bengaluru
12-04-2021,34,23,0,11.6,8,0,6:19 AM,6:50 PM,6:09 AM,6:32 PM,14,29,29,28,16,11,46,0.1,1012,34,10,125,13,bengaluru
13-04-2021,34,24,0,11.6,7,4,6:56 AM,7:37 PM,6:08 AM,6:32 PM,14,28,28,28,18,23,45,1.1,1011,34,10,123,15,bengaluru
14-04-2021,34,25,0,10.2,7,12,7:34 AM,8:24 PM,6:08 AM,6:32 PM,15,29,29,29,12,58,47,2.8,1011,34,10,172,9,bengaluru
15-04-2021,29,23,0,6.1,6,19,8:13 AM,9:13 PM,6:07 AM,6:32 PM,17,26,26,25,14,77,61,4.4,1012,29,8,236,11,bengaluru
16-04-2021,33,23,0,11.6,7,27,8:55 AM,10:03 PM,6:07 AM,6:32 PM,15,28,28,27,11,37,52,12.6,1011,33,10,159,8,bengaluru
17-04-2021,34,25,0,11.6,8,34,9:41 AM,10:55 PM,6:06 AM,6:32 PM,15,30,30,29,11,16,44,0.1,1011,34,10,189,9,bengaluru
18-04-2021,34,25,0,11.6,8,42,10:30 AM,11:47 PM,6:05 AM,6:33 PM,16,30,30,29,12,26,46,0.4,1011,34,10,230,10,bengaluru
19-04-2021,32,22,0,10.2,6,50,11:22 AM,No moonset,6:05 AM,6:33 PM,16,28,28,26,17,39,55,4.2,1011,32,10,250,13,bengaluru
20-04-2021,32,22,0,6.1,6,57,12:16 PM,12:38 AM,6:04 AM,6:33 PM,17,27,27,26,15,71,55,2.8,1010,32,9,220,12,bengaluru
21-04-2021,34,24,0,11.6,8,65,1:11 PM,1:28 AM,6:04 AM,6:33 PM,16,30,30,29,10,20,46,0.3,1010,34,10,195,8,bengaluru
22-04-2021,33,26,0,11.6,7,72,2:07 PM,2:16 AM,6:03 AM,6:33 PM,16,29,29,29,9,31,47,0.6,1011,33,10,189,8,bengaluru
23-04-2021,31,21,0,8.9,6,80,3:03 PM,3:03 AM,6:03 AM,6:33 PM,17,28,28,26,12,59,56,3.1,1011,31,10,235,10,bengaluru
24-04-2021,32,23,0,10.2,6,87,4:00 PM,3:48 AM,6:02 AM,6:33 PM,17,28,28,27,11,56,56,5.2,1011,32,9,202,8,bengaluru
25-04-2021,34,25,0,11.6,8,95,4:57 PM,4:32 AM,6:02 AM,6:33 PM,15,30,30,29,11,21,46,0.4,1010,34,10,152,9,bengaluru
26-04-2021,35,26,0,11.6,8,100,5:56 PM,5:17 AM,6:01 AM,6:34 PM,15,31,31,30,13,9,43,0,1008,35,10,183,10,bengaluru
27-04-2021,34,26,0,11.6,8,100,6:57 PM,6:04 AM,6:01 AM,6:34 PM,15,30,30,30,13,13,43,0.4,1009,34,10,196,11,bengaluru
28-04-2021,34,26,0,12.3,7,83,8:00 PM,6:55 AM,6:00 AM,6:34 PM,15,30,30,30,12,29,43,0.4,1010,34,10,217,9,bengaluru
29-04-2021,35,25,0,11.8,7,75,9:06 PM,7:49 AM,6:00 AM,6:34 PM,15,30,30,29,11,50,44,2.8,1010,35,10,208,9,bengaluru
30-04-2021,35,25,0,12.8,8,67,10:11 PM,8:47 AM,5:59 AM,6:34 PM,15,30,30,30,13,11,44,0,1009,35,10,178,10,bengaluru
01-05-2021,35,26,0,12.8,8,65,11:13 PM,9:49 AM,5:59 AM,6:34 PM,14,30,30,30,17,4,43,0,1008,35,10,125,14,bengaluru
02-05-2021,35,26,0,12.8,8,58,No moonrise,10:50 AM,5:59 AM,6:35 PM,15,30,30,30,13,26,43,0.4,1009,35,10,141,11,bengaluru
03-05-2021,35,25,0,12.8,8,50,12:11 AM,11:50 AM,5:58 AM,6:35 PM,15,30,30,30,15,31,44,0.2,1008,35,10,121,13,bengaluru
04-05-2021,34,26,0,12.8,8,43,1:02 AM,12:46 PM,5:58 AM,6:35 PM,16,30,30,30,10,36,46,2.3,1008,34,10,218,8,bengaluru
05-05-2021,33,26,0,12.8,7,36,1:49 AM,1:40 PM,5:57 AM,6:35 PM,16,30,30,29,13,34,47,0.4,1008,33,10,133,11,bengaluru
06-05-2021,33,26,0,9.3,7,29,2:30 AM,2:29 PM,5:57 AM,6:36 PM,16,30,30,29,12,58,46,1.2,1009,33,9,158,9,bengaluru
07-05-2021,33,25,0,12.8,6,21,3:09 AM,3:17 PM,5:57 AM,6:36 PM,16,29,29,29,10,45,49,0.5,1010,33,10,165,9,bengaluru
08-05-2021,34,25,0,11.9,7,14,3:46 AM,4:03 PM,5:56 AM,6:36 PM,16,30,30,29,10,51,48,3.5,1009,34,10,143,8,bengaluru
09-05-2021,35,26,0,12.8,7,7,4:21 AM,4:48 PM,5:56 AM,6:36 PM,16,31,31,30,12,25,46,0.1,1008,35,10,150,10,bengaluru
10-05-2021,33,26,0,11.9,7,0,4:57 AM,5:34 PM,5:56 AM,6:36 PM,17,30,30,29,10,57,51,1.1,1008,33,10,172,8,bengaluru
11-05-2021,33,26,0,11.9,6,0,5:34 AM,6:21 PM,5:55 AM,6:37 PM,18,30,30,28,13,52,55,13.7,1008,33,9,274,10,bengaluru
12-05-2021,31,17,0,10.6,6,0,6:12 AM,7:10 PM,5:55 AM,6:37 PM,19,27,27,25,13,70,66,48.3,1008,31,9,242,10,bengaluru
13-05-2021,31,24,0,11.9,6,8,6:54 AM,7:59 PM,5:55 AM,6:37 PM,19,28,28,27,18,63,62,5.4,1006,31,9,192,14,bengaluru
14-05-2021,33,25,0,12.8,6,15,7:38 AM,8:51 PM,5:55 AM,6:37 PM,18,30,30,28,12,53,56,2.7,1005,33,10,172,10,bengaluru
15-05-2021,25,20,0,9.3,5,22,8:26 AM,9:43 PM,5:54 AM,6:38 PM,18,25,25,23,26,59,69,5.2,1003,25,8,158,20,bengaluru
16-05-2021,26,22,0,10.6,5,29,9:17 AM,10:33 PM,5:54 AM,6:38 PM,19,25,25,24,18,57,75,0.1,1006,26,10,198,14,bengaluru
17-05-2021,29,22,0,12.8,6,37,10:10 AM,11:24 PM,5:54 AM,6:38 PM,19,27,27,25,14,50,70,0.5,1007,29,10,190,11,bengaluru
18-05-2021,30,24,0,11.9,6,44,11:04 AM,No moonset,5:54 AM,6:39 PM,19,28,28,27,13,50,64,1.7,1008,30,10,210,10,bengaluru
19-05-2021,33,23,0,12.9,6,51,11:58 AM,12:11 AM,5:54 AM,6:39 PM,18,29,29,27,14,48,59,3,1007,33,10,235,11,bengaluru
20-05-2021,30,22,0,10.6,6,58,12:52 PM,12:57 AM,5:53 AM,6:39 PM,19,28,28,26,16,71,67,10.3,1009,30,9,273,12,bengaluru
21-05-2021,23,21,0,11.9,5,66,1:47 PM,1:41 AM,5:53 AM,6:39 PM,19,25,25,22,22,58,84,41.8,1010,23,8,253,16,bengaluru
22-05-2021,27,21,0,10.6,5,73,2:41 PM,2:23 AM,5:53 AM,6:40 PM,19,26,26,23,24,69,76,7.3,1009,27,10,250,18,bengaluru
23-05-2021,28,21,0,12.9,6,80,3:38 PM,3:07 AM,5:53 AM,6:40 PM,18,26,26,24,24,44,70,3.6,1009,28,10,267,18,bengaluru
24-05-2021,30,22,0,12.9,7,88,4:36 PM,3:52 AM,5:53 AM,6:40 PM,16,27,27,26,26,31,57,1.1,1009,30,10,272,21,bengaluru
25-05-2021,27,22,0,12.9,7,95,5:38 PM,4:39 AM,5:53 AM,6:41 PM,17,26,26,24,31,40,66,1.7,1009,27,10,266,25,bengaluru
26-05-2021,29,19,0,12.9,6,100,6:43 PM,5:32 AM,5:53 AM,6:41 PM,18,26,26,24,31,50,69,8.7,1008,29,10,264,25,bengaluru
27-05-2021,29,21,0,12.9,6,100,7:50 PM,6:28 AM,5:53 AM,6:41 PM,17,26,26,25,32,37,65,1.2,1009,29,10,269,25,bengaluru
28-05-2021,31,21,0,12.9,7,83,8:56 PM,7:30 AM,5:53 AM,6:41 PM,17,27,27,26,24,28,60,0.3,1009,31,10,271,19,bengaluru
29-05-2021,31,22,0,12.9,7,76,9:58 PM,8:33 AM,5:53 AM,6:42 PM,17,27,27,26,23,21,59,0,1009,31,10,264,18,bengaluru
30-05-2021,32,22,0,12.9,6,69,10:54 PM,9:36 AM,5:53 AM,6:42 PM,17,28,28,27,21,47,59,0.5,1009,32,10,266,17,bengaluru
31-05-2021,32,22,0,10.6,6,65,11:44 PM,10:36 AM,5:52 AM,6:42 PM,17,28,28,27,23,63,58,5.8,1008,32,9,268,18,bengaluru
01-06-2021,32,22,0,12.9,6,49,No moonrise,11:33 AM,5:52 AM,6:43 PM,17,28,28,27,19,42,58,0.4,1008,32,10,259,15,bengaluru
02-06-2021,33,23,0,12.9,6,41,12:28 AM,12:24 PM,5:53 AM,6:43 PM,18,29,29,27,16,53,59,2.4,1008,33,10,243,13,bengaluru
03-06-2021,28,24,0,8.1,6,34,1:09 AM,1:14 PM,5:53 AM,6:43 PM,20,28,28,26,17,74,69,20.7,1009,28,8,287,11,bengaluru
04-06-2021,30,23,0,11.9,6,26,1:46 AM,2:00 PM,5:53 AM,6:44 PM,19,28,28,26,12,57,67,16.8,1009,30,9,252,8,bengaluru
05-06-2021,27,21,0,11.9,5,19,2:22 AM,2:46 PM,5:53 AM,6:44 PM,19,25,25,23,21,60,76,50.9,1010,27,8,258,14,bengaluru
06-06-2021,30,21,0,12.9,7,11,2:58 AM,3:32 PM,5:53 AM,6:44 PM,18,27,27,25,20,30,66,0,1010,30,10,254,16,bengaluru
07-06-2021,30,22,0,12.9,6,4,3:34 AM,4:18 PM,5:53 AM,6:44 PM,18,27,27,26,18,44,65,1.6,1010,30,10,273,14,bengaluru
08-06-2021,29,22,0,12.9,7,0,4:12 AM,5:06 PM,5:53 AM,6:45 PM,16,27,27,26,21,21,58,0.7,1010,29,10,270,17,bengaluru
09-06-2021,29,22,0,12.9,6,0,4:52 AM,5:56 PM,5:53 AM,6:45 PM,17,27,27,25,25,50,61,1.4,1009,29,10,274,19,bengaluru
10-06-2021,29,22,0,12.9,6,0,5:36 AM,6:46 PM,5:53 AM,6:45 PM,16,27,27,25,25,51,58,0.4,1008,29,10,282,20,bengaluru
